Code Tâche;Famille Code;Famille;Commentaire / Type d’équipe;Catégorie Code;Catégorie;Sous-catégorie Code;Sous-catégorie;Nom de la tâche;Description détaillée;Unité;Rendement (h/Unité) - estimatif;Contrôles Qualité (résumé);Normes / Références
FT09/CT05/SC01/T07;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T08;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T09;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T10;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T11;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T12;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T13;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T14;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T15;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T16;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T17;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T18;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T19;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T01;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T02;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T03;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T04;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T05;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T06;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T07;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T08;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T09;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T10;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T11;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T12;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T13;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T14;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T15;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T16;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T17;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T18;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T19;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC02/T20;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC02;Rives et Bords de Toiture (Bandes de Rive);Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T01;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T02;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T03;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T04;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T05;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T06;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T07;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T08;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T09;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T10;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T11;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T12;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T13;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T14;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T15;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC03/T16;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC03;Faîtage et Arêtiers;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC04/T01;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC04;Solins et Étanchéité Verticale;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC04/T02;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC04;Solins et Étanchéité Verticale;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC04/T03;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC04;Solins et Étanchéité Verticale;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC04/T04;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC04;Solins et Étanchéité Verticale;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC04/T05;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC04;Solins et Étanchéité Verticale;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC04/T06;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC04;Solins et Étanchéité Verticale;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC04/T07;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC04;Solins et Étanchéité Verticale;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC04/T08;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC04;Solins et Étanchéité Verticale;Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC04/T09;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC04;Solins et Étanchéité Verticale;Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC04/T10;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC04;Solins et Étanchéité Verticale;Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC04/T11;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC04;Solins et Étanchéité Verticale;Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC04/T12;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC04;Solins et Étanchéité Verticale;Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
